ns=2;s=Fermentacao.Fermentacao.Global.TIC_611002.LR,atcoperador01AB,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_611001.LR,atcoperador01CD,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_612002.LR,atcoperador02AB,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_612001.LR,atcoperador02CD,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_613002.LR,atcoperador03AB,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_613001.LR,atcoperador03CD,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_614002.LR,atcoperador04AB,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_614001.LR,atcoperador04CD,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_615002.LR,atcoperador05AB,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_615001.LR,atcoperador05CD,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_616001.LR,atcoperador06,false
ns=2;s=Fermentacao.Fermentacao.Global.ME_611005_STS.Sts,BBFundoD6,false
ns=2;s=Fermentacao.Fermentacao.Global.DESATIVA_BIOCAL,BioCal_Geral,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_611002.SPR,BioCal_RSV_01AB,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_611001.SPR,BioCal_RSV_01CD,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_612002.SPR,BioCal_RSV_02AB,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_612001.SPR,BioCal_RSV_02CD,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_613002.SPR,BioCal_RSV_03AB,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_613001.SPR,BioCal_RSV_03CD,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_614002.SPR,BioCal_RSV_04AB,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_614001.SPR,BioCal_RSV_04CD,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_615002.SPR,BioCal_RSV_05AB,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_615001.SPR,BioCal_RSV_05CD,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_616001.SPR,BioCal_RSV_06,false
Saccharys.Saccharys.Global.Global.BIOCAL_FLAG,BioCal_STS_06,false
ns=2;s=Fermentacao.Fermentacao.Global.BIOCAL_WATCHDOG,BioCal_WD,false
ns=2;s=Fermentacao.Fermentacao.Global.AT_600001.Val_PV,BrixMust01,false
ns=2;s=Fermentacao.Fermentacao.Global.FT_611001.Val_PV,FlowMust_F01,false
ns=2;s=Fermentacao.Fermentacao.Global.FT_612001.Val_PV,FlowMust_F02,false
ns=2;s=Fermentacao.Fermentacao.Global.FT_613001.Val_PV,FlowMust_F03,false
ns=2;s=Fermentacao.Fermentacao.Global.FT_614001.Val_PV,FlowMust_F04,false
ns=2;s=Fermentacao.Fermentacao.Global.FT_615001.Val_PV,FlowMust_F05,false
ns=2;s=Fermentacao.Fermentacao.Global.FT_616001.Val_PV,FlowMust_F06,false
ns=2;s=Fermentacao.Fermentacao.Global.LT_611001.Val_PV,Level_F01,false
ns=2;s=Fermentacao.Fermentacao.Global.LT_612001.Val_PV,Level_F02,false
ns=2;s=Fermentacao.Fermentacao.Global.LT_613001.Val_PV,Level_F03,false
ns=2;s=Fermentacao.Fermentacao.Global.LT_614001.Val_PV,Level_F04,false
ns=2;s=Fermentacao.Fermentacao.Global.LT_615001.Val_PV,Level_F05,false
ns=2;s=Fermentacao.Fermentacao.Global.LT_616001.Val_PV,Level_F06,false
ns=2;s=Fermentacao.Enr_fermento.Global.LT_600013.Val_PV,LevelCuba01,false
ns=2;s=Fermentacao.Enr_fermento.Global.LT_600014.Val_PV,LevelCuba03,false
ns=2;s=Fermentacao.Enr_fermento.Global.LT_600012.Val_PV,LevelCubas,false
ns=2;s=Fermentacao.Fermentacao.Global.N12:0,LevelSP_F01,false
ns=2;s=Fermentacao.Fermentacao.Global.N12:3,LevelSP_F02,false
ns=2;s=Fermentacao.Fermentacao.Global.N12:6,LevelSP_F03,false
ns=2;s=Fermentacao.Fermentacao.Global.N12:9,LevelSP_F04,false
ns=2;s=Fermentacao.Fermentacao.Global.N12:12,LevelSP_F05,false
ns=2;s=Fermentacao.Fermentacao.Global.N12:100,LevelSP_F06,false
ns=2;s=Fermentacao.Enr_fermento.Global.LT_600005.Val_PV,LevelWheel01,false
ns=2;s=PLC5,PressaoLinhaResfri1,false
ns=2;s=PLC5,PressaoLinhaResfri2,false
Saccharys.Saccharys.Global.AT_616001.Val_PV,SCAcetatoD6,false
Saccharys.Saccharys.Global.AT_600012.Val_PV,SCAcetatoMosto,false
Saccharys.Saccharys.Global.AT_616002.Val_PV,SCEtanolD6,false
Saccharys.Saccharys.Global.AT_600013.Val_PV,SCEtanolMosto,false
Saccharys.Saccharys.Global.AT_616003.Val_PV,SCFrutose,false
Saccharys.Saccharys.Global.AT_600014.Val_PV,SCFrutoseMosto,false
Saccharys.Saccharys.Global.AT_616004.Val_PV,SCGlicerolD6,false
Saccharys.Saccharys.Global.AT_600015.Val_PV,SCGlicerolMosto,false
Saccharys.Saccharys.Global.AT_616005.Val_PV,SCGlicoseD6,false
Saccharys.Saccharys.Global.AT_600016.Val_PV,SCGlicoseMosto,false
Saccharys.Saccharys.Global.AT_616006.Val_PV,SCLactatoD6,false
Saccharys.Saccharys.Global.AT_600017.Val_PV,SCLactatoMosto,false
Saccharys.Saccharys.Global.AT_616007.Val_PV,SCManitolD6,false
Saccharys.Saccharys.Global.AT_600018.Val_PV,SCManitolMosto,false
Saccharys.Saccharys.Global.AT_616008.Val_PV,SCSacaroseD6,false
Saccharys.Saccharys.Global.AT_600019.Val_PV,SCSacaroseMosto,false
Saccharys.Saccharys.Global.AT_616009.Val_PV,SCSsuccinatoD6,false
Saccharys.Saccharys.Global.AT_600020.Val_PV,SCSsuccinatoMosto,false
ns=2;s=Fermentacao.Fermentacao.BIOCAL_ATIVO1AB,smooperador01AB,false
ns=2;s=Fermentacao.Fermentacao.BIOCAL_ATIVO1CD,smooperador01CD,false
ns=2;s=Fermentacao.Fermentacao.BIOCAL_ATIVO2AB,smooperador02AB,false
ns=2;s=Fermentacao.Fermentacao.BIOCAL_ATIVO2CD,smooperador02CD,false
ns=2;s=Fermentacao.Fermentacao.BIOCAL_ATIVO3AB,smooperador03AB,false
ns=2;s=Fermentacao.Fermentacao.BIOCAL_ATIVO3CD,smooperador03CD,false
ns=2;s=Fermentacao.Fermentacao.BIOCAL_ATIVO4AB,smooperador04AB,false
ns=2;s=Fermentacao.Fermentacao.BIOCAL_ATIVO4CD,smooperador04CD,false
ns=2;s=Fermentacao.Fermentacao.BIOCAL_ATIVO5AB,smooperador05AB,false
ns=2;s=Fermentacao.Fermentacao.BIOCAL_ATIVO5CD,smooperador05CD,false
ns=2;s=Fermentacao.Fermentacao.BIOCAL_ATIVO6,smooperador06,false
Saccharys.Saccharys.Global.AT_616010.Val_PV,SSARRTD6,false
Saccharys.Saccharys.Global.Global.AT_600021.Val_PV,SSARRTMosto,false
Saccharys.Saccharys.Global.AT_600022.Val_PV,SSpHMosto,false
ns=2;s=Fermentacao.Fermentacao.Global.ME_611002_STS.Sts,StatusBBrecircD01CD,false
ns=2;s=Fermentacao.Fermentacao.Global.ME_612002_STS.Sts,StatusBBrecircD02CD,false
ns=2;s=Fermentacao.Fermentacao.Global.ME_613002_STS.Sts,StatusBBrecircD03CD,false
ns=2;s=Fermentacao.Fermentacao.Global.ME_614002_STS.Sts,StatusBBrecircD04CD,false
ns=2;s=Fermentacao.Fermentacao.Global.ME_615002_STS.Sts,StatusBBrecircD05CD,false
ns=2;s=Fermentacao.Fermentacao.Global.ME_611001_STS.Sts,StatusBBrecircD1AB,false
ns=2;s=Fermentacao.Fermentacao.Global.ME_612001_STS.Sts,StatusBBrecircD2AB,false
ns=2;s=Fermentacao.Fermentacao.Global.ME_613001_STS.Sts,StatusBBrecircD3AB,false
ns=2;s=Fermentacao.Fermentacao.Global.ME_614001_STS.Sts,StatusBBrecircD4AB,false
ns=2;s=Fermentacao.Fermentacao.Global.ME_615001_STS.Sts,StatusBBrecircD5AB,false
ns=2;s=PLC5,StatusBBrecircD6_1,false
ns=2;s=PLC5,StatusBBrecircD6_2,false
ns=2;s=PLC5,StatusBBrecircD6_3,false
ns=2;s=PLC5,StatusBBrecircD6_4,false
ns=2;s=Fermentacao.Fermentacao.Global.ZSH_611001.Sts_falha,StatusValvCIPD01,false
ns=2;s=Fermentacao.Fermentacao.Global.ZSH_612001.Sts_falha,StatusValvCIPD02,false
ns=2;s=Fermentacao.Fermentacao.Global.ZSH_613001.Sts_falha,StatusValvCIPD03,false
ns=2;s=Fermentacao.Fermentacao.Global.ZSH_614001.Sts,StatusValvCIPD04,false
ns=2;s=Fermentacao.Fermentacao.Global.ZSH_615001.Sts,StatusValvCIPD05,false
ns=2;s=Fermentacao.Fermentacao.Global.TT_611004.Val_PV,Temp_F01,false
ns=2;s=Fermentacao.Fermentacao.Global.TT_612004.Val_PV,Temp_F02,false
ns=2;s=Fermentacao.Fermentacao.Global.TT_613004.Val_PV,Temp_F03,false
ns=2;s=Fermentacao.Fermentacao.Global.TT_614004.Val_PV,Temp_F04,false
ns=2;s=Fermentacao.Fermentacao.Global.TT_615004.Val_PV,Temp_F05,false
ns=2;s=Fermentacao.Fermentacao.Global.TT_616001.Val_PV,Temp_F06,false
ns=2;s=Fermentacao.Fermentacao.Global.TT_611002.Val_PV,Temp_HE01ABIn,false
ns=2;s=Fermentacao.Fermentacao.Global.TT_611003.Val_PV,Temp_HE01ABOut,false
ns=2;s=Fermentacao.Fermentacao.Global.TT_611001.Val_PV,Temp_HE01CDIn,false
ns=2;s=Fermentacao.Fermentacao.Global.TT_611005.Val_PV,Temp_HE01CDOut,false
ns=2;s=Fermentacao.Fermentacao.Global.TT_612002.Val_PV,Temp_HE02ABIn,false
ns=2;s=Fermentacao.Fermentacao.Global.TT_612003.Val_PV,Temp_HE02ABOut,false
ns=2;s=Fermentacao.Fermentacao.Global.TT_612001.Val_PV,Temp_HE02CDIn,false
ns=2;s=Fermentacao.Fermentacao.Global.TT_612005.Val_PV,Temp_HE02CDOut,false
ns=2;s=Fermentacao.Fermentacao.Global.TT_613002.Val_PV,Temp_HE03ABIn,false
ns=2;s=Fermentacao.Fermentacao.Global.TT_613003.Val_PV,Temp_HE03ABOut,false
ns=2;s=Fermentacao.Fermentacao.Global.TT_613001.Val_PV,Temp_HE03CDIn,false
ns=2;s=Fermentacao.Fermentacao.Global.TT_613005.Val_PV,Temp_HE03CDOut,false
ns=2;s=Fermentacao.Fermentacao.Global.TT_614002.Val_PV,Temp_HE04ABIn,false
ns=2;s=Fermentacao.Fermentacao.Global.TT_614003.Val_PV,Temp_HE04ABOut,false
ns=2;s=Fermentacao.Fermentacao.Global.TT_614001.Val_PV,Temp_HE04CDIn,false
ns=2;s=Fermentacao.Fermentacao.Global.TT_614005.Val_PV,Temp_HE04CDOut,false
ns=2;s=Fermentacao.Fermentacao.Global.TT_615002.Val_PV,Temp_HE05ABIn,false
ns=2;s=Fermentacao.Fermentacao.Global.TT_615003.Val_PV,Temp_HE05ABOut,false
ns=2;s=Fermentacao.Fermentacao.Global.TT_615001.Val_PV,Temp_HE05CDIn,false
ns=2;s=Fermentacao.Fermentacao.Global.TT_615005.Val_PV,Temp_HE05CDOut,false
ns=2;s=Fermentacao.Fermentacao.Global.TT_600010.Val_PV,TempCaldoClarif,false
ns=2;s=Fermentacao.Fermentacao.Global.TT_600008.Val_PV,TempCaldoClarif01,false
ns=2;s=Fermentacao.Fermentacao.Global.TT_600009.Val_PV,TempCaldoClarif02,false
ns=2;s=Fermentacao.Fermentacao.Global.TT_616003.Val_PV,TempColdWater,false
ns=2;s=Fermentacao.Enr_fermento.Global.TIC_600007.PV,TempMustCold01,false
ns=2;s=Fermentacao.Enr_fermento.Global.TIC_600007.CV,TempMustColdValv,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_611002.SP,TempSP_F01AB,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_611001.SP,TempSP_F01CD,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_612002.SP,TempSP_F02AB,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_612001.SP,TempSP_F02CD,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_613002.SP,TempSP_F03AB,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_613001.SP,TempSP_F03CD,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_614002.SP,TempSP_F04AB,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_614001.SP,TempSP_F04CD,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_615002.SP,TempSP_F05AB,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_615001.SP,TempSP_F05CD,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_616001.SP,TempSP_F06,false
ns=2;s=Fermentacao.Fermentacao.Global.TT_616002.Val_PV,TempWineHEout_F06,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_611002.MV,ValvAguaHED01AB,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_611001.MV,ValvAguaHED01CD,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_612002.MV,ValvAguaHED02AB,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_612001.MV,ValvAguaHED02CD,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_613002.MV,ValvAguaHED03AB,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_613001.MV,ValvAguaHED03CD,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_614002.MV,ValvAguaHED04AB,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_614001.MV,ValvAguaHED04CD,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_615002.MV,ValvAguaHED05AB,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_615001.MV,ValvAguaHED05CD,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_616001.MV,ValvAguaHED06AB,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_611002.MV,ValvCtrTempD01AB,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_611001.MV,ValvCtrTempD01DC,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_612002.MV,ValvCtrTempD02AB,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_612001.MV,ValvCtrTempD02DC,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_613002.MV,ValvCtrTempD03AB,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_613001.MV,ValvCtrTempD03DC,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_614002.MV,ValvCtrTempD04AB,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_614001.MV,ValvCtrTempD04DC,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_615002.MV,ValvCtrTempD05AB,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_615001.MV,ValvCtrTempD05CD,false
ns=2;s=Fermentacao.Fermentacao.Global.TIC_616001.MV,ValvCtrTempD06AB,false
ns=2;s=Fermentacao.Fermentacao.Global.XV_611028_DORNA_VOLANTE.Sts,ValvD6Volante,false
ns=2;s=Fermentacao.Fermentacao.Global.XV_611003.Sts_Aberta,ValvDescD01,false
ns=2;s=Fermentacao.Fermentacao.Global.XV_612003.Sts_Aberta,ValvDescD02,false
ns=2;s=Fermentacao.Fermentacao.Global.XV_613003.Sts_Aberta,ValvDescD03,false
ns=2;s=Fermentacao.Fermentacao.Global.XV_614003.Sts_Aberta,ValvDescD04,false
ns=2;s=Fermentacao.Fermentacao.Global.XV_615003.Sts_Aberta,ValvDescD05,false
ns=2;s=Fermentacao.Fermentacao.Global.XV_616007.Sts_Aberta,ValvDescD6,false
ns=2;s=Fermentacao.Fermentacao.Global.FIC_616001.MV,ValvEntradaMostoD6_1,false
ns=2;s=Fermentacao.Enr_fermento.Global.XV_600038.Sts_Aberta,ValvFermCuba3,false
ns=2;s=Fermentacao.Enr_fermento.Global.XV_600040.Sts_Aberta,ValvFermCuba4,false
ns=2;s=Fermentacao.Fermentacao.Global.XV_611017.Sts_Aberta,ValvFermD01,false
ns=2;s=Fermentacao.Fermentacao.Global.XV_612017.Sts_Aberta,ValvFermD02,false
ns=2;s=Fermentacao.Fermentacao.Global.XV_613017.Sts_Aberta,ValvFermD03,false
ns=2;s=Fermentacao.Fermentacao.Global.XV_614017.Sts_Aberta,ValvFermD04,false
ns=2;s=Fermentacao.Fermentacao.Global.XV_615017.Sts_Aberta,ValvFermD05,false
ns=2;s=Fermentacao.Fermentacao.Global.XV_616006.Sts_Aberta,ValvFermD06,false
ns=2;s=Fermentacao.Fermentacao.Global.FIC_611001.MV,ValvFlowMust_F01,false
ns=2;s=Fermentacao.Fermentacao.Global.FIC_612001.MV,ValvFlowMust_F02,false
ns=2;s=Fermentacao.Fermentacao.Global.FIC_613001.MV,ValvFlowMust_F03,false
ns=2;s=Fermentacao.Fermentacao.Global.FIC_614001.MV,ValvFlowMust_F04,false
ns=2;s=Fermentacao.Fermentacao.Global.FIC_615001.MV,ValvFlowMust_F05,false
ns=2;s=Fermentacao.Fermentacao.Global.XV_616003.Sts_Aberta,ValvFundoCIPD6,false
ns=2;s=Fermentacao.Fermentacao.Global.ME_611005_STS.Sts,ValvFundoD1,false
ns=2;s=Fermentacao.Fermentacao.Global.ME_611005_STS.Sts,ValvFundoD2,false
ns=2;s=Fermentacao.Fermentacao.Global.ME_611005_STS.Sts,ValvFundoD3,false
ns=2;s=Fermentacao.Fermentacao.Global.ME_611005_STS.Sts,ValvFundoD4,false
ns=2;s=Fermentacao.Fermentacao.Global.ME_611005_STS.Sts,ValvFundoD5,false
ns=2;s=Fermentacao.Fermentacao.Global.ZSL_600028.Canal,ValvRecirCuba1_2,false
ns=2;s=Fermentacao.Fermentacao.Global.ZSL_600031.Canal,ValvRecirCuba3_4,false
ns=2;s=Fermentacao.Fermentacao.Global.FT_600005.Val_PV,VazCaldoClarif,false
